,chloro_temp,chloro_saline,chloro_coeff
72,-1.28229477110141,-1.45414502802807,-0.285151942598156
73,-1.28229477110141,-1.51868354916564,0.227613545985661
74,-1.48589372634265,-1.13569129690953,0.30586574288541
75,-1.51868354916564,-1.06973332911773,-2.72265635349157
76,-1.45414502802807,-1.28229477110141,-2.61729583783375
77,-1.51868354916564,-0.715188311436826,-2.61729583783375
78,-1.13569129690953,-0.285151942598156,-2.97397078177248
79,-1.06973332911773,0.227613545985661,-3.31044301839369
80,-1.28229477110141,0.30586574288541,-3.31044301839369
81,-0.715188311436826,-2.72265635349157,-2.97397078177248
82,-0.285151942598156,-2.61729583783375,-3.12812146159974
83,0.227613545985661,-2.61729583783375,-2.84043938914796
84,0.30586574288541,-2.97397078177248,-2.84043938914796
85,-2.72265635349157,-3.31044301839369,-2.52198565802942
86,-2.61729583783375,-3.31044301839369,-2.43497428103979
87,-2.61729583783375,-2.97397078177248,-2.84043938914796
88,-2.97397078177248,-3.12812146159974,-3.12812146159974
89,-3.31044301839369,-2.84043938914796,-3.82126864215968
90,-3.31044301839369,-2.84043938914796,-2.08666758677158
91,-2.97397078177248,-2.52198565802942,-2.97397078177248
92,-3.12812146159974,-2.43497428103979,-2.14729220858801
93,-2.84043938914796,-2.84043938914796,-2.52198565802942
94,-2.84043938914796,-3.12812146159974,-2.72265635349157
95,-2.52198565802942,-3.82126864215968,-2.21183072972558
96,-2.43497428103979,-2.08666758677158,-2.61729583783375
97,-2.84043938914796,-2.97397078177248,-3.5335865697079
98,-3.12812146159974,-2.14729220858801,-2.43497428103979
99,-3.82126864215968,-2.52198565802942,-3.12812146159974
100,-2.08666758677158,-2.72265635349157,-3.12812146159974
101,-2.97397078177248,-2.21183072972558,-2.52198565802942
102,-2.14729220858801,-2.61729583783375,-3.31044301839369
103,-2.52198565802942,-3.5335865697079,-2.72265635349157
104,-2.72265635349157,-2.43497428103979,-2.52198565802942
105,-2.21183072972558,-3.12812146159974,-2.43497428103979
106,-2.61729583783375,-3.12812146159974,-4.22673375026785
107,-3.5335865697079,-2.52198565802942,-3.31044301839369
108,-2.43497428103979,-3.31044301839369,-1.9241486572738
109,-3.12812146159974,-2.72265635349157,-3.5335865697079
110,-3.12812146159974,-2.52198565802942,-11.5129254649702
111,-2.52198565802942,-2.43497428103979,-4.22673375026785
112,-3.31044301839369,-4.22673375026785,-11.5129254649702
113,-2.72265635349157,-3.31044301839369,-11.5129254649702
114,-2.52198565802942,-1.9241486572738,-4.22673375026785
115,-2.43497428103979,-3.5335865697079,-11.5129254649702
116,-4.22673375026785,-11.5129254649702,-11.5129254649702
117,-3.31044301839369,-4.22673375026785,-11.5129254649702
118,-1.9241486572738,-11.5129254649702,-11.5129254649702
119,-3.5335865697079,-11.5129254649702,-4.91988093082779
120,-11.5129254649702,-4.22673375026785,-3.5335865697079
121,-4.22673375026785,-11.5129254649702,-3.31044301839369
122,-11.5129254649702,-11.5129254649702,-2.43497428103979
123,-11.5129254649702,-11.5129254649702,-3.5335865697079
124,-4.22673375026785,-11.5129254649702,-4.91988093082779
125,-11.5129254649702,-4.91988093082779,-3.82126864215968
126,-11.5129254649702,-3.5335865697079,-3.82126864215968
127,-11.5129254649702,-3.31044301839369,-4.91988093082779
128,-11.5129254649702,-2.43497428103979,-3.5335865697079
129,-4.91988093082779,-3.5335865697079,-3.31044301839369
130,-3.5335865697079,-4.91988093082779,-3.82126864215968
131,-3.31044301839369,-3.82126864215968,-3.82126864215968
132,-2.43497428103979,-3.82126864215968,-3.82126864215968
133,-3.5335865697079,-4.91988093082779,-3.31044301839369
134,-4.91988093082779,-3.5335865697079,-3.31044301839369
135,-3.82126864215968,-3.31044301839369,-2.97397078177248
136,-3.82126864215968,-3.82126864215968,-3.5335865697079
137,-4.91988093082779,-3.82126864215968,-2.97397078177248
138,-3.5335865697079,-3.82126864215968,-3.12812146159974
139,-3.31044301839369,-3.31044301839369,-3.82126864215968
140,-3.82126864215968,-3.31044301839369,-3.31044301839369
141,-3.82126864215968,-2.97397078177248,-3.31044301839369
142,-3.82126864215968,-3.5335865697079,-3.12812146159974
143,-3.31044301839369,-2.97397078177248,-2.97397078177248
144,-3.31044301839369,-3.12812146159974,-3.31044301839369
145,-2.97397078177248,-3.82126864215968,-3.31044301839369
146,-3.5335865697079,-3.31044301839369,-3.31044301839369
147,-2.97397078177248,-3.31044301839369,-3.5335865697079
148,-3.12812146159974,-3.12812146159974,-4.22673375026785
149,-3.82126864215968,-2.97397078177248,-2.84043938914796
150,-3.31044301839369,-3.31044301839369,-3.82126864215968
151,-3.31044301839369,-3.31044301839369,-11.5129254649702
152,-3.12812146159974,-3.31044301839369,-4.91988093082779
153,-2.97397078177248,-3.5335865697079,-3.12812146159974
154,-3.31044301839369,-4.22673375026785,-4.91988093082779
155,-3.31044301839369,-2.84043938914796,-3.5335865697079
156,-3.31044301839369,-3.82126864215968,-11.5129254649702
157,-3.5335865697079,-11.5129254649702,-11.5129254649702
158,-4.22673375026785,-4.91988093082779,-11.5129254649702
159,-2.84043938914796,-3.12812146159974,-11.5129254649702
160,-3.82126864215968,-4.91988093082779,-11.5129254649702
